t,d_2,x_loc,y_loc,do,mf_xe,p_atm
3.5660,4.9360,5.468,-3.783,,,
3.6000,4.9260,5.527,-3.813,,,
3.6330,4.9038,5.586,-3.842,,,
3.6660,4.8960,5.645,-3.901,,,
3.7660,4.8604,5.822,-4.020,,,
3.8000,4.8493,5.882,-4.049,,,
3.8330,4.8204,5.941,-4.079,,,
3.8660,4.8126,6.000,-4.138,,,
3.9000,4.7870,6.059,-4.167,,,
3.9330,4.7770,6.118,-4.226,,,
3.9660,4.7659,6.177,-4.256,,,
4.0660,4.7303,6.325,-4.374,,,
4.1000,4.7114,6.384,-4.404,,,
4.1330,4.7036,6.443,-4.433,,,
4.2330,4.6680,6.591,-4.522,,,
4.2660,4.6635,6.650,-4.552,,,
4.3000,4.6524,6.709,-4.581,,,
4.3330,4.6357,6.768,-4.611,,,
4.3660,4.6302,6.798,-4.640,,,
4.4000,4.6213,6.857,-4.670,,,
4.5000,4.5957,7.005,-4.729,,,
4.5330,4.5857,7.064,-4.758,,,
4.5660,4.5779,7.123,-4.788,,,
4.6000,4.5801,7.182,-4.818,,,
4.6330,4.5657,7.212,-4.847,,,
4.6660,4.5545,7.271,-4.877,,,
4.7000,4.5534,7.330,-4.906,,,
4.7330,4.5457,7.359,-4.936,,,
4.8330,4.5212,7.537,-5.024,,,
4.8660,4.5101,7.566,-5.024,,,
4.9000,4.5101,7.625,-5.054,,,
4.9330,4.5001,7.684,-5.084,,,
5.0330,4.4845,7.803,-5.172,,,
5.0660,4.4823,7.862,-5.202,,,
5.1000,4.4823,7.891,-5.202,,,
5.1330,4.4912,7.950,-5.231,,,
5.1660,4.4767,7.980,-5.261,,,
5.2000,4.4989,8.039,-5.290,,,
5.3000,4.4589,8.157,-5.350,,,
5.3330,4.4522,8.216,-5.379,,,
5.3660,4.4433,8.246,-5.379,,,
5.4000,4.4344,8.276,-5.409,,,
5.4330,4.4289,8.335,-5.438,,,
5.4660,4.4189,8.364,-5.438,,,
5.5660,4.3922,8.512,-5.497,,,
5.6000,4.3877,8.542,-5.527,,,
5.6330,4.3721,8.571,-5.527,,,
5.6660,4.3710,8.630,-5.556,,,
5.7000,4.3577,8.660,-5.556,,,
5.7330,4.3521,8.689,-5.586,,,
5.8330,4.3188,8.808,-5.645,,,
5.8660,4.3165,8.867,-5.645,,,
5.9000,4.2999,8.896,-5.675,,,
5.9330,4.2910,8.926,-5.675,,,
5.9660,4.2932,8.955,-5.704,,,
6.0000,4.2865,9.014,-5.704,,,
6.0330,4.2698,9.044,-5.734,,,
6.1330,4.2509,9.133,-5.763,,,
6.1660,4.2331,9.192,-5.793,,,
6.2000,4.2287,9.221,-5.822,,,
6.2330,4.2153,9.251,-5.822,,,
6.3330,4.1853,9.340,-5.852,,,
6.3660,4.1808,9.399,-5.882,,,
6.4000,4.1731,9.428,-5.882,,,
6.4330,4.1697,9.458,-5.911,,,
6.4660,4.1586,9.487,-5.911,,,
6.5000,4.1319,9.517,-5.911,,,
6.6000,4.1141,9.635,-5.970,,,
6.6330,4.1174,9.665,-5.970,,,
6.6660,4.1030,9.694,-5.970,,,
6.7000,4.0896,9.724,-6.000,,,
6.7330,4.0796,9.753,-6.000,,,
6.8330,4.0596,9.872,-6.029,,,
6.8660,4.0385,9.901,-6.029,,,
6.9000,4.0340,9.931,-6.059,,,
6.9330,4.0229,9.960,-6.059,,,
6.9660,4.0196,9.990,-6.059,,,
7.0000,4.0185,10.019,-6.059,,,
7.1000,3.9895,10.108,-6.088,,,
7.1330,3.9806,10.138,-6.088,,,
7.1660,3.9651,10.197,-6.118,,,
7.2000,3.9573,10.226,-6.118,,,
7.2330,3.9473,10.256,-6.118,,,
7.2660,3.9373,10.285,-6.118,,,
7.3660,3.9039,10.344,-6.148,,,
7.4000,3.8972,10.374,-6.148,,,
7.4330,3.8850,10.404,-6.177,,,
7.4660,3.8894,10.433,-6.177,,,
7.5000,3.8783,10.463,-6.177,,,
7.6000,3.8461,10.551,-6.207,,,
7.6330,3.8383,10.581,-6.207,,,
7.6660,3.8283,10.610,-6.207,,,
7.7000,3.8216,10.640,-6.207,,,
7.7330,3.8138,10.670,-6.236,,,
7.7660,3.8105,10.670,-6.236,,,
7.8000,3.7960,10.699,-6.236,,,
7.9000,3.7738,10.788,-6.266,,,
7.9330,3.7560,10.817,-6.266,,,
7.9660,3.7493,10.817,-6.266,,,
8.0000,3.7426,10.847,-6.266,,,
8.1000,3.7148,10.906,-6.295,,,
8.1330,3.7126,10.936,-6.295,,,
8.1660,3.7037,10.965,-6.295,,,
8.2000,3.6881,10.995,-6.295,,,
8.2330,3.6759,10.995,-6.295,,,
8.2660,3.6815,11.024,-6.325,,,
8.3660,3.6548,11.083,-6.325,,,
8.4000,3.6470,11.113,-6.325,,,
8.4330,3.6336,11.113,-6.325,,,
8.4660,3.6192,11.142,-6.325,,,
8.5000,3.6158,11.172,-6.354,,,
8.6000,3.5903,11.231,-6.354,,,
8.6330,3.5758,11.261,-6.354,,,
8.6660,3.5736,11.261,-6.354,,,
8.7000,3.5602,11.290,-6.354,,,
8.8000,3.5380,11.349,-6.384,,,
8.8330,3.5369,11.349,-6.384,,,
8.8660,3.5124,11.379,-6.384,,,
8.9000,3.5102,11.408,-6.384,,,
8.9330,3.5035,11.408,-6.384,,,
8.9660,3.4979,11.438,-6.384,,,
9.0660,3.4712,11.468,-6.384,,,
9.1000,3.4646,11.497,-6.384,,,
9.1330,3.4512,11.497,-6.384,,,
9.1660,3.4434,11.527,-6.384,,,
9.2000,3.4312,11.527,-6.384,,,
9.2330,3.4268,11.556,-6.414,,,
9.2660,3.4190,11.556,-6.414,,,
9.3660,3.3967,11.586,-6.414,,,
9.4000,3.3901,11.615,-6.414,,,
9.4330,3.3734,11.615,-6.414,,,
9.4660,3.3734,11.645,-6.414,,,
9.5000,3.3578,11.645,-6.414,,,
9.5330,3.3500,11.645,-6.414,,,
9.5660,3.3445,11.674,-6.414,,,
9.6660,3.3189,11.704,-6.414,,,
9.7000,3.3066,11.704,-6.414,,,
9.7330,3.3066,11.704,-6.414,,,
9.7660,3.2955,11.734,-6.414,,,
9.8000,3.2944,11.734,-6.414,,,
9.8330,3.2755,11.734,-6.414,,,
9.8660,3.2666,11.763,-6.414,,,
9.9660,3.2477,11.763,-6.414,,,
10.0000,3.2432,11.793,-6.414,,,
10.0330,3.2388,11.793,-6.414,,,
10.0660,3.2299,11.793,-6.414,,,
10.1660,3.1887,11.822,-6.384,,,
10.2000,3.1921,11.822,-6.384,,,
10.2330,3.1832,11.822,-6.384,,,
10.2660,3.1754,11.822,-6.384,,,
10.3000,3.1665,11.822,-6.384,,,
10.4000,3.1376,11.852,-6.384,,,
10.4330,3.1298,11.852,-6.384,,,
10.4660,3.1298,11.852,-6.384,,,
10.5000,3.1320,11.852,-6.354,,,
10.5330,3.1109,11.881,-6.354,,,
10.6330,3.0742,11.881,-6.354,,,
10.6660,3.0720,11.881,-6.354,,,
10.7000,3.0642,11.881,-6.354,,,
10.7330,3.0542,11.881,-6.354,,,
10.7660,3.0442,11.881,-6.325,,,
10.8000,3.0341,11.881,-6.325,,,
10.8330,3.0330,11.881,-6.325,,,
10.9330,3.0019,11.911,-6.325,,,
10.9660,2.9974,11.881,-6.295,,,
11.0000,2.9930,11.881,-6.295,,,
11.0330,2.9830,11.881,-6.295,,,
11.0660,2.9774,11.881,-6.295,,,
11.1000,2.9685,11.881,-6.295,,,
11.2000,2.9418,11.881,-6.266,,,
11.2330,2.9229,11.881,-6.266,,,
11.2660,2.9240,11.881,-6.266,,,
11.3000,2.9207,11.881,-6.266,,,
11.3330,2.9118,11.881,-6.236,,,
11.3660,2.9051,11.881,-6.236,,,
11.4000,2.8929,11.881,-6.236,,,
11.5000,2.8706,11.852,-6.236,,,
11.5330,2.8595,11.852,-6.236,,,
11.5660,2.8540,11.852,-6.207,,,
11.6000,2.8506,11.852,-6.207,,,
11.6330,2.8440,11.852,-6.207,,,
11.6660,2.8273,11.852,-6.207,,,
11.7000,2.8150,11.822,-6.207,,,
11.8000,2.7961,11.822,-6.177,,,
11.8330,2.7917,11.793,-6.177,,,
11.8660,2.7794,11.793,-6.177,,,
11.9000,2.7750,11.793,-6.177,,,
11.9330,2.7616,11.793,-6.177,,,
11.9660,2.7572,11.793,-6.148,,,
12.0660,2.7327,11.763,-6.148,,,
12.1000,2.7205,11.763,-6.148,,,
12.1330,2.7227,11.763,-6.148,,,
12.1660,2.7183,11.734,-6.148,,,
12.2000,2.7060,11.734,-6.118,,,
12.3000,2.6716,11.704,-6.118,,,
12.3330,2.6615,11.704,-6.118,,,
12.3660,2.6615,11.704,-6.118,,,
12.4000,2.6471,11.674,-6.118,,,
12.4330,2.6471,11.674,-6.118,,,
12.4660,2.6248,11.674,-6.088,,,
12.5000,2.6215,11.645,-6.088,,,
12.6000,2.6048,11.615,-6.088,,,
12.6330,2.5915,11.615,-6.088,,,
12.6660,2.5881,11.586,-6.088,,,
12.7000,2.5848,11.586,-6.088,,,
12.7330,2.5703,11.556,-6.088,,,
12.7660,2.5614,11.556,-6.088,,,
12.8000,2.5570,11.527,-6.088,,,
12.9000,2.5270,11.497,-6.059,,,
12.9330,2.5236,11.497,-6.059,,,
12.9660,2.5247,11.497,-6.059,,,
13.0000,2.5281,11.468,-6.029,,,
13.0330,2.5103,11.468,-6.029,,,
13.1330,2.5036,11.438,-6.029,,,
13.1660,2.4925,11.438,-6.000,,,
13.2000,2.4969,11.408,-6.000,,,
13.2330,2.4880,11.408,-6.000,,,
13.2660,2.4858,11.379,-6.000,,,
13.3000,2.4814,11.379,-5.970,,,
13.3330,2.4780,11.349,-5.970,,,
13.4330,2.4602,11.290,-5.941,,,
13.4660,2.4491,11.261,-5.911,,,
13.5000,2.4502,11.261,-5.911,,,
13.5330,2.4491,11.231,-5.882,,,
13.5660,2.4402,11.202,-5.882,,,
13.6000,2.4280,11.172,-5.852,,,
13.6330,2.4335,11.172,-5.852,,,
13.7330,2.4157,11.113,-5.822,,,
13.7660,2.4124,11.083,-5.793,,,
13.8000,2.4091,11.054,-5.793,,,
13.8330,2.4057,11.054,-5.763,,,
13.8660,2.3968,11.054,-5.763,,,
13.9000,2.3968,11.024,-5.763,,,
14.0000,2.3891,10.995,-5.734,,,
14.0330,2.3824,10.965,-5.734,,,
14.0660,2.3879,10.965,-5.734,,,
14.1000,2.3790,10.965,-5.704,,,
14.2000,2.3746,10.936,-5.704,,,
14.2330,2.3646,10.936,-5.704,,,
14.2660,2.3646,10.936,-5.675,,,
14.3660,2.3535,10.936,-5.675,,,
14.4000,2.3479,10.936,-5.675,,,
14.4330,2.3512,10.965,-5.675,,,
14.5330,2.3401,10.995,-5.675,,,
14.5660,2.3334,10.995,-5.675,,,
14.6000,2.3323,11.024,-5.675,,,
14.6330,2.3223,11.024,-5.675,,,
14.6660,2.3201,11.024,-5.675,,,
14.7000,2.3190,11.054,-5.675,,,
14.8000,2.3067,11.083,-5.675,,,
14.8330,2.3134,11.113,-5.675,,,
14.8660,2.3067,11.113,-5.675,,,
14.9660,2.3023,11.172,-5.675,,,
15.0000,2.2990,11.172,-5.645,,,
15.0330,2.2856,11.202,-5.645,,,
15.0660,2.2934,11.202,-5.645,,,
15.1000,2.2845,11.202,-5.645,,,
15.1330,2.2789,11.231,-5.645,,,
15.2330,2.2767,11.231,-5.616,,,
15.2660,2.2734,11.231,-5.616,,,
15.3000,2.2745,11.231,-5.586,,,
15.3330,2.2700,11.231,-5.586,,,
15.3660,2.2734,11.202,-5.586,,,
15.4000,2.2723,11.202,-5.586,,,
15.4330,2.2556,11.202,-5.586,,,
15.4660,2.2600,11.172,-5.556,,,
15.5660,2.2600,11.142,-5.556,,,
15.6000,2.2567,11.113,-5.556,,,
15.6330,2.2378,11.083,-5.556,,,
15.6660,2.2345,11.083,-5.527,,,
15.7000,2.2467,11.054,-5.527,,,
15.8000,2.2267,10.965,-5.527,,,
15.8330,2.2244,10.965,-5.497,,,
15.8660,2.2267,10.936,-5.497,,,
15.9000,2.2178,10.906,-5.497,,,
16.0000,2.2167,10.817,-5.468,,,
16.0330,2.2178,10.788,-5.468,,,
16.0660,2.2133,10.758,-5.468,,,
16.1660,2.2011,10.670,-5.468,,,
16.2000,2.2044,10.640,-5.468,,,
16.2330,2.2011,10.610,-5.468,,,
16.2660,2.2000,10.581,-5.468,,,
16.3000,2.1922,10.551,-5.468,,,
16.3330,2.1922,10.522,-5.468,,,
16.4330,2.1889,10.433,-5.468,,,
16.4660,2.1889,10.404,-5.468,,,
16.5000,2.1866,10.374,-5.468,,,
16.5330,2.1800,10.344,-5.468,,,
16.5660,2.1800,10.315,-5.468,,,
16.6000,2.1699,10.285,-5.468,,,
16.6330,2.1677,10.256,-5.468,,,
16.7330,2.1533,10.167,-5.468,,,
16.7660,2.1610,10.138,-5.468,,,
16.8000,2.1633,10.108,-5.468,,,
16.9000,2.1588,10.019,-5.438,,,
16.9330,2.1588,9.990,-5.438,,,
16.9660,2.1577,9.931,-5.438,,,
17.0000,2.1521,9.901,-5.438,,,
17.0330,2.1477,9.872,-5.438,,,
17.0660,2.1444,9.842,-5.438,,,
17.1660,2.1455,9.753,-5.409,,,
17.2000,2.1388,9.724,-5.409,,,
17.2330,2.1410,9.694,-5.409,,,
17.2660,2.1388,9.665,-5.409,,,
17.3000,2.1399,9.635,-5.409,,,
17.3330,2.1499,9.606,-5.409,,,
17.3660,2.1466,9.576,-5.379,,,
17.4000,2.1433,9.546,-5.379,,,
17.5000,2.1299,9.458,-5.379,,,
17.5330,2.1344,9.428,-5.379,,,
17.5660,2.1332,9.399,-5.379,,,
17.6000,2.1321,9.369,-5.379,,,
17.6330,2.1266,9.369,-5.379,,,
17.6660,2.1255,9.340,-5.379,,,
17.7000,2.1210,9.310,-5.379,,,
17.7330,2.1143,9.280,-5.379,,,
17.8330,2.1132,9.221,-5.379,,,
17.8660,2.1188,9.221,-5.379,,,
17.9000,2.1143,9.192,-5.379,,,
17.9330,2.1110,9.192,-5.379,,,
18.0330,2.1065,9.133,-5.379,,,
18.0660,2.1032,9.133,-5.379,,,
18.1000,2.1021,9.103,-5.379,,,
18.1330,2.1065,9.103,-5.379,,,
18.2330,2.0988,9.074,-5.350,,,
18.2660,2.0965,9.074,-5.350,,,
18.3000,2.0932,9.074,-5.350,,,
18.3330,2.0832,9.074,-5.350,,,
18.3660,2.0910,9.074,-5.320,,,
18.4000,2.0888,9.074,-5.320,,,
18.4330,2.0865,9.074,-5.320,,,
18.5330,2.0810,9.074,-5.290,,,
18.5660,2.0810,9.074,-5.261,,,
18.6000,2.0821,9.074,-5.261,,,
18.6330,2.0732,9.074,-5.231,,,
18.7330,2.0832,9.074,-5.202,,,
18.7660,2.0710,9.074,-5.202,,,
18.8000,2.0732,9.074,-5.172,,,
18.8330,2.0743,9.074,-5.172,,,
18.8660,2.0654,9.074,-5.143,,,
18.9000,2.0732,9.074,-5.143,,,
18.9330,2.0643,9.074,-5.113,,,
19.0330,2.0698,9.074,-5.084,,,
19.0660,2.0587,9.074,-5.054,,,
19.1000,2.0621,9.074,-5.054,,,
19.1330,2.0609,9.074,-5.024,,,
19.1660,2.0576,9.074,-5.024,,,
19.2000,2.0621,9.074,-4.995,,,
19.2330,2.0554,9.074,-4.995,,,
19.3330,2.0598,9.074,-4.936,,,
19.3660,2.0532,9.074,-4.936,,,
19.4000,2.0543,9.074,-4.906,,,
19.4330,2.0598,9.074,-4.906,,,
19.4660,2.0532,9.074,-4.877,,,
19.5000,2.0654,9.074,-4.877,,,
19.6000,2.0498,9.074,-4.847,,,
19.6330,2.0420,9.044,-4.847,,,
19.6660,2.0432,9.044,-4.847,,,
19.7000,2.0387,9.044,-4.818,,,
19.7330,2.0387,9.014,-4.818,,,
19.7660,2.0398,9.014,-4.818,,,
19.8000,2.0376,8.985,-4.818,,,
19.8330,2.0365,8.985,-4.818,,,
19.9330,2.0331,8.926,-4.818,,,
19.9660,2.0254,8.896,-4.818,,,
20.0000,2.0320,8.867,-4.818,,,
20.1000,2.0254,8.808,-4.847,,,
20.1330,2.0242,8.778,-4.847,,,
20.1660,2.0242,8.748,-4.847,,,
20.2000,2.0242,8.748,-4.847,,,
20.2330,2.0254,8.719,-4.877,,,
20.2660,2.0153,8.689,-4.877,,,
20.3660,2.0165,8.601,-4.877,,,
20.4000,2.0142,8.571,-4.877,,,
20.4330,2.0142,8.542,-4.906,,,
20.4660,2.0120,8.512,-4.906,,,
20.5660,2.0087,8.394,-4.906,,,
20.6000,2.0120,8.364,-4.906,,,
20.6330,2.0031,8.335,-4.906,,,
20.6660,1.9976,8.305,-4.906,,,
20.7000,2.0076,8.276,-4.906,,,
20.7330,2.0042,8.246,-4.906,,,
20.8330,2.0042,8.128,-4.877,,,
20.8660,1.9931,8.069,-4.877,,,
20.9000,1.9987,8.039,-4.877,,,
20.9330,1.9920,8.010,-4.877,,,
20.9660,1.9887,7.950,-4.847,,,
21.0000,2.0020,7.921,-4.847,,,
21.1000,1.9987,7.803,-4.818,,,
21.1330,1.9953,7.744,-4.818,,,
21.1660,1.9987,7.714,-4.788,,,
21.2000,1.9953,7.655,-4.788,,,
21.2330,1.9798,7.625,-4.788,,,
21.2660,1.9720,7.596,-4.758,,,
21.3000,1.9597,7.537,-4.758,,,
21.4000,1.9464,7.448,-4.729,,,
21.4330,1.9497,7.389,-4.729,,,
21.4660,1.9519,7.359,-4.699,,,
21.5000,1.9375,7.300,-4.699,,,
21.5330,1.9475,7.271,-4.699,,,
21.6330,1.9319,7.152,-4.670,,,
21.6660,1.9297,7.123,-4.640,,,
21.7000,1.9219,7.093,-4.640,,,
21.7330,1.9241,7.064,-4.611,,,
21.7660,1.9219,7.005,-4.611,,,
21.8000,1.9241,6.975,-4.611,,,
21.8330,1.9230,6.946,-4.581,,,
21.9330,1.9197,6.827,-4.552,,,
21.9660,1.9108,6.798,-4.552,,,
22.0660,1.9097,6.709,-4.522,,,
22.1000,1.9152,6.680,-4.522,,,
22.1330,1.9197,6.650,-4.522,,,
22.1660,1.9141,6.591,-4.492,,,
22.2000,1.9186,6.561,-4.492,,,
22.2330,1.9164,6.532,-4.492,,,
22.3330,1.9197,6.443,-4.463,,,
22.3660,1.9219,6.414,-4.463,,,
22.4000,1.9208,6.384,-4.433,,,
22.4330,1.9264,6.354,-4.433,,,
22.4660,1.9297,6.325,-4.433,,,
22.5000,1.9241,6.295,-4.404,,,
22.5330,1.9497,6.266,-4.404,,,
22.6330,1.9319,6.177,-4.404,,,
22.6660,1.9386,6.148,-4.374,,,
22.7000,1.9386,6.118,-4.374,,,
22.7330,1.9364,6.088,-4.374,,,
22.7660,1.9375,6.059,-4.374,,,
22.8000,1.9342,6.029,-4.374,,,
22.8330,1.9308,6.000,-4.374,,,
22.9330,1.9275,5.911,-4.345,,,
22.9660,1.9230,5.852,-4.345,,,
23.0000,1.9330,5.822,-4.345,,,
23.0330,1.9319,5.793,-4.345,,,
23.0660,1.9197,5.763,-4.345,,,
23.1660,1.9241,5.675,-4.315,,,
23.2000,1.9319,5.645,-4.315,,,
23.2330,1.9264,5.616,-4.315,,,
23.3330,1.9219,5.527,-4.315,,,
23.3660,1.9208,5.497,-4.315,,,
23.4000,1.9219,5.468,-4.315,,,
23.4330,1.9208,5.438,-4.315,,,
23.4660,1.9175,5.379,-4.315,,,
23.5000,1.9164,5.350,-4.315,,,
23.6000,1.9030,5.290,-4.315,,,
23.6330,1.9041,5.261,-4.345,,,
23.6660,1.9108,5.231,-4.345,,,
23.7000,1.9130,5.202,-4.345,,,
23.7330,1.9119,5.172,-4.345,,,
23.7660,1.9164,5.143,-4.374,,,
23.8660,1.9086,5.054,-4.404,,,
23.9000,1.9075,5.054,-4.404,,,
23.9330,1.9097,5.024,-4.433,,,
24.0330,1.8986,4.936,-4.463,,,
24.1330,1.9052,4.877,-4.522,,,
24.1660,1.8997,4.847,-4.552,,,
24.2000,1.8941,4.847,-4.552,,,
24.2330,1.9008,4.818,-4.581,,,
24.2660,1.8975,4.788,-4.611,,,
24.3000,1.8874,4.788,-4.640,,,
24.3330,1.8952,4.758,-4.640,,,
24.3660,1.8975,4.729,-4.670,,,
24.4660,1.8941,4.699,-4.758,,,
24.5000,1.8963,4.670,-4.758,,,
24.5330,1.8886,4.670,-4.788,,,
24.5660,1.8886,4.640,-4.818,,,
24.6000,1.8952,4.640,-4.847,,,
24.6330,1.8975,4.611,-4.877,,,
24.6660,1.8874,4.611,-4.906,,,
24.7660,1.8986,4.581,-4.995,,,
24.8000,1.8886,4.552,-5.024,,,
24.8330,1.8886,4.552,-5.054,,,
24.8660,1.8874,4.552,-5.084,,,
24.9660,1.8808,4.522,-5.172,,,
25.0000,1.8830,4.522,-5.202,,,
25.0330,1.8797,4.492,-5.231,,,
25.0660,1.8841,4.492,-5.261,,,
25.1000,1.8774,4.492,-5.290,,,
25.1330,1.8763,4.492,-5.320,,,
25.2330,1.8730,4.463,-5.409,,,
25.2660,1.8719,4.463,-5.438,,,
25.3000,1.8741,4.433,-5.468,,,
25.3330,1.8730,4.433,-5.497,,,
25.3660,1.8674,4.433,-5.527,,,
25.4000,1.8741,4.433,-5.556,,,
25.5000,1.8708,4.404,-5.645,,,
25.5330,1.8674,4.404,-5.675,,,
25.5660,1.8685,4.374,-5.675,,,
25.6000,1.8685,4.374,-5.704,,,
25.6330,1.8630,4.374,-5.734,,,
25.6660,1.8652,4.374,-5.763,,,
25.7000,1.8641,4.345,-5.763,,,
25.8000,1.8641,4.345,-5.822,,,
25.8330,1.8630,4.315,-5.852,,,
25.8660,1.8663,4.315,-5.882,,,
25.9000,1.8652,4.315,-5.882,,,
26.0000,1.8619,4.286,-5.941,,,
26.0330,1.8596,4.256,-5.941,,,
26.1330,1.8552,4.226,-5.970,,,
26.1660,1.8530,4.197,-5.970,,,
26.2000,1.8530,4.197,-5.970,,,
26.2330,1.8574,4.167,-5.970,,,
26.2660,1.8474,4.167,-5.970,,,
26.3000,1.8552,4.138,-5.970,,,
26.3330,1.8474,4.138,-5.970,,,
26.4330,1.8463,4.079,-5.970,,,
26.4660,1.8485,4.049,-5.970,,,
26.5000,1.8496,4.049,-5.970,,,
26.5330,1.8463,4.020,-5.970,,,
26.5660,1.8507,3.990,-5.941,,,
26.6000,1.8441,3.990,-5.941,,,
26.7000,1.8463,3.901,-5.911,,,
26.7330,1.8352,3.901,-5.911,,,
26.8330,1.8396,3.813,-5.882,,,
26.8660,1.8474,3.783,-5.852,,,
26.9000,1.8329,3.783,-5.852,,,
26.9330,1.8418,3.754,-5.822,,,
26.9660,1.8363,3.724,-5.822,,,
27.0000,1.8263,3.694,-5.793,,,
27.0330,1.8396,3.665,-5.793,,,
27.1330,1.8374,3.606,-5.734,,,
27.1660,1.8374,3.576,-5.734,,,
27.2000,1.8252,3.547,-5.704,,,
27.2330,1.8252,3.517,-5.704,,,
27.2660,1.8252,3.488,-5.675,,,
27.3660,1.8229,3.399,-5.616,,,
27.4000,1.8318,3.369,-5.586,,,
27.4330,1.8285,3.340,-5.586,,,
27.4660,1.8207,3.310,-5.556,,,
27.5000,1.8341,3.281,-5.527,,,
27.5330,1.8196,3.251,-5.527,,,
27.6330,1.8185,3.192,-5.468,,,
27.6660,1.8263,3.162,-5.438,,,
27.7000,1.8240,3.133,-5.438,,,
27.7330,1.8185,3.103,-5.409,,,
27.7660,1.8207,3.074,-5.379,,,
27.8000,1.8274,3.044,-5.379,,,
27.8330,1.8185,3.015,-5.350,,,
27.9330,1.8207,2.926,-5.290,,,
