"","time","d2_bw1","k_bw1","UD2_1","UD2_2","U_K","do","mf_xe","p_atm","x_loc_fit","x_vel_fit","y_loc_fit","y_vel_fit","tot_vel_fit","vRatio"
"117",5.367,2.22683421174871,0.441019554154773,0.0723821562565182,0.182111549728025,0.00837563859941886,1.919,0.35,1,-3.01878576578305,-0.419913649765624,1.7521386926185,0.491551794058087,0.646491020433549,0.886293730286359
"118",5.4,2.21237858191717,0.440646035521452,0.0722073315346946,0.182042134483644,0.00751779105249596,1.919,0.35,1,-3.03601621208643,-0.379670865350519,1.76903564563933,0.48441025483942,0.615469951329554,0.843766025825417
"119",5.433,2.19795556395937,0.440279243770183,0.0720222169467958,0.181968787801456,0.00666925110390003,1.919,0.35,1,-3.05145841881819,-0.338421150131145,1.78537614694128,0.477100973988264,0.584939496218743,0.801910918651068
"120",5.467,2.18312862974568,0.439909786368222,0.0717878518796298,0.181876154779816,0.00580769235588438,1.919,0.35,1,-3.06544854914879,-0.294994203119301,1.80161193745384,0.469485319141239,0.554470959350571,0.760140697033527
"121",5.5,2.16876890395475,0.439560718307465,0.071588290551748,0.181797478926748,0.00498833452370701,1.919,0.35,1,-3.07712169110132,-0.252070787503188,1.81677882911865,0.462101973478179,0.526381910598099,0.721632586306283
"122",5.533,2.15443869908894,0.439222280599087,0.0714200353325767,0.181731289124648,0.00419333584572281,1.919,0.35,1,-3.08688257354946,-0.208512961614434,1.83136258843101,0.454817527290366,0.500336525042641,0.685926194119717
"123",5.567,2.13970382975717,0.438885952878238,0.0712097580113158,0.181648753466767,0.00341510806042524,1.919,0.35,1,-3.09490882485585,-0.163108375922884,1.84578681320244,0.447510526145893,0.476308737383196,0.652985786778968
"124",5.6,2.12542970619208,0.438572668760313,0.07104547394346,0.181584413890209,0.0027299254081242,1.919,0.35,1,-3.10070500197449,-0.118663066988822,1.8592199152643,0.4407011178721,0.456397194076511,0.625688461007597
"125",5.633,2.11118113059857,0.438273409341004,0.0708250734309618,0.181498294830836,0.00217759303515178,1.919,0.35,1,-3.10451996587135,-0.0739824049189786,1.8721196214354,0.434256066470072,0.440513027620813,0.603912385709492
"126",5.667,2.09652594456364,0.437980799154484,0.0706792703516535,0.181441448565211,0.0018725486059898,1.919,0.35,1,-3.10636685369791,-0.0278447359212409,1.88488695132651,0.42808188002947,0.428986509494284,0.588110339857835
"127",5.7,2.08232463722478,0.437712999456027,0.0704067720139885,0.181335472385934,0.00195208903744601,1.919,0.35,1,-3.10613179993425,0.0168957634053916,1.89681205064299,0.422618377827038,0.422955978912945,0.579842906474219
"128",5.733,2.06814421461856,0.437462026568029,0.0702515230233652,0.181275250619334,0.00236454012393601,1.919,0.35,1,-3.10390002298323,0.0614576304737712,1.90832470692563,0.417744470585743,0.422241024828727,0.578862754697539
